	relationship	smoker	alp	weight	trombocyty	hematokrit	hemoglobin	er-cv	ast	ssn	erytrocyty	indicator	hbver	leukocyty	alt	etytr	name
158	divoced	yes	17.55229	72.67107	6.28659	8.04141	4.00545	48.94250	64.21899	363-26-2105	7.96118	1.00000	7.66838	5.70375	13.47578	5.51363	Vanessa Calhoun
159	married	no	76.16956	49.09827	9.82045	7.45023	5.47919	51.91551	43.12709	510-12-6546	6.33869	1.00000	5.58292	8.01903	7.29905	4.83453	Nicole Turner
160	single	no	13.80303	49.98300	9.16520	6.76033	9.00480	57.52718	66.17703	081-66-1189	7.54414	0.00000	6.70410	6.71441	10.23846	6.41852	Clinton Smith
161	nop	Y	18.04113	39.86813	7.97322	4.66922	8.98173	45.15357	36.82510	244-87-8320	6.38799	1.00000	5.81304	3.93101	8.34531	7.18113	Dustin Graham
162	widowed	no	38.18310	-39.63257	5.73231	6.65548	4.39689	50.19399	57.70286	144-96-1299	4.27212	0.00000	5.33328	6.30021	8.25044	6.77056	Diane Peck
163	married	N	45.43878	56.27543	6.97322	7.61822	4.52252	61.73766	54.19438	861-69-9518	7.74790	1.00000	6.52713	7.57253	12.34502	5.28721	Jim Parrish
164	divoced	yes	67.23553	30.52520	8.08071	5.22068	7.44924	28.80827	45.10001	298-04-6283	5.70450	0.00000	7.09494	6.02133	7.06854	6.63856	Anthony Grant
165	widowed	no	84.55173	88.81077	7.83909	3.62182	6.84252	26.99543	48.66540	134-24-8632	3.98843	1.00000	6.76563	5.41619	6.60079	6.04947	Lauren Jennings
166	separated	no	87.82627	90.23506	7.93713	5.12324	5.75872	64.41098	50.28208	063-33-7136	3.64408	0.00000	4.33554	6.84312	6.24991	6.95733	William Nelson
167	divoced	no	78.72654	95.71807	7.05886	4.63349	6.97173	55.18525	52.94995	594-12-4642	6.27487	0.00000	5.61671	6.46793	5.93004	6.05206	Courtney Reyes
168	single	Y	11.78446	62.91291	7.97278	5.81372	8.65023	78.74504	48.76470	040-52-5427	6.37367	1.00000	6.95995	8.51296	5.13261	5.96684	Mr. Charles Adams
169	nop	N	87.38397	37.81148	7.67937	6.68009	6.72000	55.16218	50.87246	095-49-4493	6.69065	1.00000	5.60182	5.04690	6.83619	7.40607	Eric Townsend MD
170	married	no	21.66131	56.15392	7.56402	5.61942	8.53259	66.21627	46.43836	591-35-5978	6.26237	1.00000	5.34845	5.98616	8.03615	5.24068	Krista Williams
171	single	no	80.14099	75.39645	7.63699	5.58406	5.86819	67.41984	47.84938	554-44-9611	6.65232	1.00000	6.35177	5.54530	7.14157	6.95443	Ms. Laura Yang
172	divoced	no	89.90484	-54.24043	5.57968	6.73896	6.35568	48.80757	40.41883	009-76-9085	3.11157	0.00000	7.17315	4.51297	2.65055	5.38654	Bruce Evans
173	widowed	no	60.73562	85.94348	7.01996	5.87214	7.54129	58.96297	38.07869	069-73-4124	2.22585	0.00000	5.01939	5.51520	5.44905	7.51720	Jessica Ware
174	married	no	56.02983	26.58956	8.15965	6.37914	7.73423	68.01228	51.61930	068-25-9249	4.86998	1.00000	7.71499	6.60960	4.87651	6.59630	Bryce Haas
175	divoced	no	61.32589	63.11366	5.90909	6.31441	5.13872	38.65021	44.72001	215-06-3488	7.48609	1.00000	6.64887	5.19297	9.26880	7.76314	Dawn Black
176	separated	Y	13.92691	88.14862	9.38445	4.98678	9.13117	43.77476	50.34654	879-60-2563	7.69309	0.00000	6.68453	6.19720	12.12856	6.04428	Daniel Moyer
177	divoced	yes	12.66482	-30.43182	6.39858	8.22147	2.71250	50.85094	66.76957	352-14-9169	8.57526	1.00000	6.03452	4.65221	19.88626	4.24933	Sara Ford
178	nop	no	83.90414	83.54564	6.46971	3.69733	6.41607	40.85845	57.04162	323-12-6068	6.10931	0.00000	6.28618	7.71636	7.73664	5.53725	Destiny Wood
179	divoced	no	14.04481	80.19579	6.80404	4.42728	9.33891	62.32867	46.89965	100-78-7477	7.84463	1.00000	6.69602	7.50479	13.72755	5.91997	Sandra Bradley DDS
180	separated	Y	73.10514	85.27156	6.05081	5.79610	5.56666	37.20527	32.43646	655-34-2756	3.67381	1.00000	6.83388	7.70444	6.79265	6.93057	Wesley Malone
181	married	no	85.84887	77.29348	6.44754	3.51341	6.68114	54.58013	27.05784	799-13-1947	7.93968	0.00000	6.53148	6.34726	14.71716	5.46321	Heather Davidson
182	single	no	81.61828	54.12558	7.57516	5.05547	6.87148	59.69092	56.08608	012-82-6678	3.98075	1.00000	7.09281	3.96404	4.49266	6.41877	Wesley Howell
183	widowed	no	78.54661	111.84321	7.89326	6.26533	6.71065	34.33133	48.07613	225-70-8386	3.78991	1.00000	6.46163	4.38764	3.13610	4.97700	Lisa Mclean
184	separated	no	15.60482	98.42952	7.77121	2.81031	8.79589	45.29612	46.12482	131-17-7752	6.19228	1.00000	5.06504	6.71109	6.02486	6.00395	Jeffery Wiggins
185	separated	N	62.11857	71.27768	7.85277	8.37908	5.01142	58.77904	52.52912	635-79-1795	7.04336	1.00000	5.42581	6.52945	9.31319	5.78347	Juan Smith
186	divoced	Y	86.19557	139.14781	8.13909	7.37384	5.62994	57.38835	46.27180	838-64-0783	6.66366	1.00000	4.39407	7.90397	7.36898	5.25126	Julie Goodwin
187	divoced	yes	45.00618	113.49150	7.31546	4.62991	4.60075	53.04773	34.20599	472-34-4218	5.55905	0.00000	6.30733	5.47004	4.82419	7.24757	Vanessa Graham
188	married	no	85.44442	52.54269	5.93191	4.98172	5.81322	60.79917	35.79008	368-19-8974	4.85463	0.00000	5.57474	7.57640	6.03186	4.70714	Kimberly Jordan
189	single	yes	84.30614	129.43743	6.24572	6.12748	6.36648	56.78774	52.58617	529-38-3154	7.14114	1.00000	7.29205	5.49468	6.90811	6.17551	Troy Wilson
190	separated	no	8.63108	102.72233	8.92794	3.67501	8.82578	64.22202	54.99741	873-16-3022	7.50603	0.00000	6.69057	5.76847	10.57637	6.22490	Christopher Nguyen
191	single	yes	35.99672	112.34013	6.51649	7.36256	4.29261	51.48996	68.03764	053-33-8397	7.75109	1.00000	5.56718	5.39336	11.27808	5.43925	Jack Gibbs
192	single	Y	84.95078	30.61150	7.58748	6.26234	6.75050	43.82305	55.74495	436-95-4355	3.75515	1.00000	5.77083	6.17426	3.78095	7.71744	Bobby Gomez
193	married	yes	86.31825	92.91970	8.29393	5.40525	6.69426	84.76858	46.47246	147-84-5721	3.09259	1.00000	7.14724	5.13053	5.33386	5.84317	Benjamin Watson
194	married	no	89.60997	75.18004	6.76907	3.92230	6.10829	61.26432	51.10145	156-44-8719	3.78164	1.00000	6.35915	7.02322	5.34794	3.91070	Stephanie Gaines
195	widowed	N	45.67233	54.32871	6.16425	6.85174	4.60016	57.96638	31.81522	102-70-3373	7.80259	1.00000	5.83299	4.89718	13.45943	5.52251	William Bishop
196	separated	yes	35.36183	22.61448	6.85103	6.47956	4.27623	44.80155	37.64579	299-52-2149	7.67673	1.00000	6.55691	3.55495	9.75150	6.19800	Kathy Gutierrez
197	married	no	31.43163	85.42302	6.79735	4.02036	8.37684	51.18041	74.83068	820-11-7897	3.76606	0.00000	5.18723	8.35616	6.16219	6.09009	Brittany Hill
198	divoced	no	90.91240	120.94690	7.13826	7.22152	6.17506	86.60961	32.10360	505-11-3156	6.99722	1.00000	7.38734	5.28062	7.48592	4.79011	Vanessa Williams
199	single	yes	83.12839	96.41783	7.63026	5.42701	6.63256	71.46467	46.87596	407-49-7207	3.76075	1.00000	5.07267	4.19657	4.94556	6.67729	Brad Ryan
200	married	no	38.83765	45.90052	6.31567	3.45315	7.83719	61.24430	45.31674	458-95-8444	6.14812	1.00000	7.61642	7.74246	8.57967	6.06328	Haley Garcia
201	single	no	77.19422	91.75845	8.44767	4.14093	6.98980	65.45121	32.13767	893-83-2048	3.93897	0.00000	8.36552	6.17617	5.97456	6.45806	Natalie Garcia
202	divoced	yes	44.36602	1.60622	6.86170	6.36832	4.79208	48.29661	45.10069	728-10-5558	3.50688	0.00000	4.53218	5.92674	4.76979	5.66876	Michael Howe
203	single	Y	85.01645	99.45496	6.54499	4.34451	6.63898	55.36689	67.95553	832-06-4636	7.36131	0.00000	7.30173	5.16742	8.34129	6.05229	Angela Guerrero
204	nop	no	44.27451	117.34974	8.24552	7.65091	4.50431	56.13936	69.15167	868-21-9333	7.04517	1.00000	5.33977	6.98375	7.13275	6.01054	Jennifer Jimenez DDS
205	married	no	36.93242	80.72312	5.56657	7.71261	4.35644	51.87653	46.90074	891-18-7194	8.14158	1.00000	5.02816	6.25377	17.93884	5.57673	Regina Stevens
206	single	no	86.10777	12.20403	5.88303	5.87319	6.56424	55.39922	42.80533	191-56-6314	8.54590	0.00000	6.24098	7.95829	19.70003	6.66135	Tonya Williams
207	married	no	44.72452	109.45857	6.18983	3.82550	7.92430	33.28901	43.58176	899-92-9107	6.73247	1.00000	5.54071	6.28882	7.01230	5.98246	James Brown
208	separated	Y	81.39223	64.78813	6.66981	7.64270	5.75064	53.59472	57.39188	726-65-3458	7.27889	1.00000	6.62842	7.41980	8.31045	6.45263	Aaron Perez
209	divoced	Y	84.44262	96.66340	6.78953	3.37451	6.06102	54.04857	50.76083	183-74-8931	6.07013	0.00000	4.98722	5.44300	6.80927	5.05788	Sara Jackson
210	widowed	Y	55.27393	106.09289	7.97329	3.91978	7.65924	38.83708	58.98937	701-13-9941	6.69403	0.00000	6.00323	6.37816	6.80712	6.45725	Joseph Thornton
211	separated	Y	67.06848	121.35853	7.27577	5.80401	7.24824	57.10990	27.94969	522-55-3892	4.79782	1.00000	6.16138	5.01602	7.50901	6.50649	Matthew Brown
212	divoced	Y	58.61330	53.21698	7.20727	7.64717	4.88853	68.01622	39.56622	003-63-6570	7.48107	1.00000	7.33934	5.21756	10.34422	4.83081	John Rose
213	married	no	52.86586	93.61429	8.22759	6.22189	4.78576	54.65435	39.66138	185-76-7562	2.87964	0.00000	8.36387	6.88889	2.45147	7.39016	Tina Mitchell
214	divoced	no	81.76713	142.07096	7.64926	7.44001	6.63837	38.47186	78.53454	493-76-8606	3.63096	1.00000	5.14151	7.52471	4.02907	5.16775	Melissa Lopez
215	separated	Y	18.26873	41.30790	8.16652	3.72107	8.51257	46.65147	57.95230	542-17-9235	5.71693	1.00000	6.09187	5.91767	4.45343	5.04119	David Kirby
216	single	no	23.23742	63.42544	7.34434	7.01644	4.07468	40.79097	59.79828	224-42-6935	7.44491	1.00000	6.37549	7.82899	11.75065	6.81574	Wendy Brown
217	single	yes	63.95437	67.62926	7.72742	6.95615	5.12498	32.80803	53.72921	696-83-8338	7.14414	1.00000	6.01879	5.83769	8.61882	8.19298	William Gaines
218	widowed	yes	72.97107	76.46104	6.73442	7.45381	5.25382	76.47395	42.12828	690-78-6873	7.42854	1.00000	6.37107	6.44970	11.44157	7.44371	Shannon Mitchell
219	single	no	68.28843	87.84554	7.41940	4.42982	7.16812	34.53183	20.15659	329-19-1495	4.86361	1.00000	7.03591	6.46980	6.30348	7.19007	Jennifer Wallace
220	divoced	no	37.03690	53.24707	5.79135	5.27199	4.44215	55.34502	42.95628	227-58-9209	2.23018	1.00000	4.78211	4.93988	4.44477	5.63525	David White
221	married	no	29.90376	110.67822	6.14214	6.49431	4.04742	34.04636	53.33504	079-72-7556	4.28906	0.00000	7.75400	6.05905	5.74736	8.40823	Austin Williams
222	married	yes	61.56331	66.26778	6.61270	7.01279	5.16680	69.63680	67.96424	312-07-5117	2.98060	0.00000	5.08712	5.93899	3.69481	5.26657	Steve Conley
223	divoced	yes	12.92467	76.65850	7.51383	8.02947	2.85686	60.96072	33.07510	060-09-5231	8.03732	1.00000	6.60098	6.66555	14.21454	6.71447	Bryan Stuart
224	single	N	78.59098	85.44983	6.77645	7.23254	5.55965	37.41050	35.50864	703-69-7203	7.41671	1.00000	7.62108	7.06932	11.71971	7.28427	Susan Mcclain
225	divoced	yes	47.54953	80.95296	7.30324	5.70347	8.02246	53.32036	65.14815	586-80-2399	5.83361	1.00000	6.74648	6.11269	5.32251	7.01662	Shawn Sampson
226	single	no	14.67054	56.96647	7.30749	6.20810	8.75533	36.97795	58.67380	363-57-8826	6.88621	1.00000	6.07101	6.58755	7.98779	5.96419	Jordan Ramirez
227	married	no	31.12459	85.01106	8.64576	8.31795	4.24736	47.98799	30.61072	287-29-9912	7.17577	1.00000		6.07710	9.36441	6.18297	Keith Cantu
228	divoced	no	26.78954	61.29808	8.15223	8.08963	3.98824	54.86107	34.47130	251-84-0064	7.58287	1.00000	6.46502	4.98461	8.29355	6.36974	Victoria Johnson
229	single	no	48.42646	54.24736	7.52069	4.98434	8.00317	39.53117	22.15355	057-30-5058	5.65748	1.00000	6.62562	7.43523	3.43698	6.38150	Erica Steele
230	married	no	33.86230	54.48901	5.88241	6.33133	4.33887	62.34632	31.27906	610-95-2843	7.87829	1.00000	6.43039	5.99681	13.00676	7.56639	Stacey Roberson
231	divoced	N	80.87141	84.61837	7.05140	5.08480	6.74702	27.28542	42.70465	276-96-6153	4.27461	1.00000	6.32794	7.03834	5.51002	7.01918	John Carrillo
232	married	Y	49.58208	1.43133	8.00240	4.98219	4.83842	40.54084	64.61794	455-53-3618	4.59168	0.00000	5.45886	6.41898	3.85896	5.76145	Henry Rivera
233	single	yes	66.74234	52.08304	8.74957	3.54075	5.07865	70.18993	55.39466	516-02-9549	5.85009	0.00000	6.97422	5.92144	5.80067	7.17614	Michael Hall
234	widowed	no	67.60133	107.23574	7.93044	4.99177	7.49600	49.41171	31.02853	356-15-3004	4.62526	1.00000	4.44955	6.15816	5.72866	7.22945	Amber Martinez DVM
235	single	no	59.39967	59.08979	7.40730	7.62045	4.99117	46.24916	53.22180	881-12-5580	7.28158	1.00000	6.92291	6.57826	8.35356	6.20324	Laura Mcdonald
236	married	no	84.80371	126.62223	5.93409	5.44636	5.83424	55.63410	50.73383	562-51-6338	4.21823	1.00000	5.47607	4.63765	7.80393	6.29292	Kathryn Shelton
237	divoced	no	49.73917	62.21532	7.35239	5.52193	7.61849	43.68063	31.77822	287-14-2486	5.10181	1.00000	6.27110	5.44329	5.35376	6.14542	Deborah Mosley
238	divoced	no	79.67917	96.46638	6.74479	4.28685	5.48061	72.01310	56.69787	077-73-2312	5.38130	0.00000	4.91412	5.38014	5.43772	5.87757	Derek Smith
239	widowed	no	48.64565	97.48977	7.49549	4.00038	7.76272	46.32076	33.06683	840-39-2179	7.93043	1.00000	7.94676	5.93622	14.65017	6.64932	Catherine Johnson
240	single	yes	35.82276	49.00223	8.09934	5.45590	7.92648	55.27644	33.59288	409-89-4291	5.10843	1.00000	5.98106	6.40551	4.07808	5.99862	Melissa Smith
241	divoced	yes	79.80844	76.72187	6.94706	5.40162	6.74697	49.61761	60.18242	370-79-0001	7.47843	0.00000	6.05922	8.50960	7.32074	5.75619	Jean Irwin
242	separated	no	74.20741	59.35940	7.51299	4.54791	5.48606	66.30066	76.04503	393-95-7645	2.38442	1.00000	6.67649	6.18604	3.80144	4.98891	Thomas Franklin
243	divoced	no	65.31737	125.89370	7.08989	4.48537	7.06084	34.92952	60.02356	271-96-1721	7.57872	0.00000	7.09053	6.42056	11.12812	5.72562	Stephanie Poole
244	married	no	54.72754	12.17562	8.12391	6.76712	4.83874	63.44526	53.17344	416-86-7102	7.02548	1.00000	5.63122	8.91565	10.17449	6.21718	Kathryn Harper
245	widowed	no	87.26782	107.30717	7.70296	7.45834	6.32596	63.73084	47.45185	426-29-6170	6.57205	1.00000	6.72914	3.87414	5.20272	5.27293	Nicole Moore
246	divoced	yes	69.97254	88.98439	6.53246	7.06070	5.51715	29.29398	53.59783	795-05-2200	7.41375	1.00000	4.45649	6.51297	7.80967	5.55631	Alicia Robertson
247	married	no	91.91656	58.64127	6.98338	3.84565	6.29205	53.72821	69.76556	361-68-2111	3.63746	1.00000	7.64920	4.76956	4.85429	6.38677	Taylor Williams
248	divoced	Y	89.89112	63.25203	7.91114	7.34685	6.25830	54.21328	56.81341	262-36-8608	6.43249	1.00000	6.06090	6.31254	6.28351	4.99556	Alexander Rodriguez
249	widowed	yes	84.56751	95.53358	7.28103	3.24215	6.31267	58.62460	41.80739	472-09-3711	3.86592	1.00000	5.34577	7.54677	5.10863	6.42218	Allison Lee
250	single	no	85.96342	58.50868	6.19408	5.82536	6.13193	54.03492	35.99395	716-77-5779	4.09546	1.00000	6.64368	7.40473	4.56396	7.54987	Jessica Black
251	single	no	82.26416	58.37598	7.57724	6.91065	6.81641	50.60980	47.58187	880-79-8806	4.04110	0.00000	7.82103	6.96026	4.43416	6.69139	Kelli Ray
252	widowed	no	21.40881	72.47022	9.03686	4.36935	3.93928	95.53091	45.98632	114-66-4321	5.66571	0.00000	3.74354	6.43687	4.72139	7.60263	David Wilson
253	married	Y	4.26095	83.86445	9.43583	4.37053	3.38360	84.26363	44.20017	100-37-8856	5.63680	0.00000	3.36809	5.15913	6.52508	5.09601	Michael Martin
254	married	yes	76.87603	32.01351	7.26583	5.65358	6.85047	56.32183	51.45166	107-95-1507	4.37448	1.00000	5.55785	5.65284	1.72866	8.42411	Karen Montoya
255	widowed	yes	29.81722	14.61670	7.91766	5.00941	8.21089	61.88936	52.13765	134-24-8632	5.59196	1.00000	8.09883	6.96368	7.02839	6.52012	Lauren Jennings
256	married	no	80.13838	73.24812	5.99410	3.39348	7.08713	47.26670	68.78996	633-89-7708	5.71052	0.00000	7.30858	6.47413	4.09476	6.17286	Karen Hart
257	widowed	no	33.78131	86.69745	7.11298	5.34473	1.90762	50.38859	49.38964	314-87-0873	6.51924	1.00000	6.24373	5.20974	7.98373	4.24499	Alexandra Mills
258	married	Y	57.93622	102.93367	7.31134	6.10011	7.59248	41.00678	48.64415	778-40-0760	5.33158	1.00000	6.84091	4.16419	5.75280	7.51092	Mrs. Wendy Cole MD
259	widowed	no	70.01191	130.82484	6.17539	4.60148	7.25361	70.80499	40.91083	868-98-4062	5.86112	1.00000	7.36100	7.35560	3.30496	4.37812	Jennifer Martinez
260	single	Y	18.72812	110.60022	7.21719	8.56061	2.65327	59.87989	43.81432	643-70-5543	8.31534	1.00000	5.64297	6.64153	15.06093	4.80901	Amber Hicks
261	separated	no	85.42084	54.42204	5.16937	7.20153	5.88827	84.29577	61.69802	177-91-4961	2.66822	0.00000	5.39317	6.35477	2.83389	5.62793	Matthew Washington
262	divoced	yes	11.67227	13.23768	7.45135	7.81856	3.18652	36.53313	64.13853	720-94-9392	8.03311	1.00000	7.48175	5.79752	14.93832	4.97172	Charles Rodriguez
263	married	Y	40.58150	62.47469	8.06136	4.83061	8.05815	58.47594	53.95373	739-04-6720	7.69147	0.00000	6.41433	6.48448	8.87450	5.65872	Michael Burke
264	divoced	no	85.22789	97.73683	5.84126	3.87734	6.49860	55.24875	51.33282	802-21-4698	4.73710	1.00000	7.17697	3.94167	4.84623	6.63718	Alyssa Martin
265	married	Y	54.41109	135.83990	7.51092	3.88587	7.81512	55.05640	59.75437	184-20-0533	9.02239	0.00000	5.93884	5.02925	30.01059	4.95373	Mark Adams
266	separated	yes	81.79803	38.30042	7.90831	2.48930	6.80070	46.02071	43.29576	333-14-1787	6.14099	0.00000	6.67777	6.32761	9.00322	8.83267	David Fitzgerald
267	widowed	N	84.19540	32.26776	6.41017	3.82832	5.83928	76.00514	39.12095	201-79-1849	5.69223	0.00000	7.53088	5.90008	6.98365	4.91046	Tina Floyd
268	divoced	yes	64.01252	105.61820	7.17988	3.77892	7.31978	41.43844	34.42856	120-14-3875	7.47010	0.00000	6.35895	5.81093	9.62555	4.99945	Thomas Spencer
269	separated	no	85.93082	14.24921	8.79778	7.88134	6.16202	77.21422	29.47817	002-28-3756	6.50562	1.00000	5.94332	5.40487	6.45117	5.66243	Christopher Golden
270	widowed	no	9.44073	78.92793	8.17407	3.84222	9.22834	60.97375	54.14717	317-22-8641	6.66732	1.00000	4.89708	5.74677	6.05756	5.02440	Christopher Torres
271	married	N	47.18869	50.15640	7.66344	8.03066	4.73391	60.80983	60.96073	109-31-2650	7.38099	1.00000	5.96522	5.20124	7.69700	6.86176	James Duncan
272	separated	Y	43.59959	37.57634	6.77492	4.44337	8.18039	36.22218	71.18878	815-82-0811	3.77087	0.00000	7.48039	5.99378	2.14817	5.11234	Jerry Brewer
273	single	yes	54.48273	98.42666	6.93085	8.01161	4.86217	52.29892	40.45008	109-09-5980	7.57637	1.00000	5.35366	5.73762	11.77281	4.15950	Matthew Sanders
274	widowed	yes	93.94362	49.08313	6.39388	6.31828	6.08426	39.93161	64.78757	602-86-4836	7.16548	1.00000	5.87640	5.49410	9.37452	7.35727	Jessica Waters
275	married	no	84.77580	31.46721	6.56537	6.54789	6.41475	56.48352	39.89666	163-64-5957	6.91128	1.00000	7.46856	4.32866	8.98447	5.97875	Robert Benton
276	divoced	Y	81.28645	80.01828	5.36970	4.64815	5.80086	51.39312	51.87818	194-16-0900	7.26374	0.00000	5.62720	5.93911	7.55285	4.66225	Kevin Rivera
277	married	no	22.65778	29.73171	8.40734	4.36182	8.44045	24.65614	55.97874	859-63-8839	5.53596	1.00000	5.90447	4.32686	4.92467	4.71820	Angela Hickman
278	widowed	Y	22.84073	6.52304	8.47241	4.44926	8.67894	40.44911	31.33976	411-12-8824	5.59132	1.00000	6.85173	4.44427	4.27900	4.78905	Miss Laurie Tran
279	married	Y	16.40013	39.42821	8.27116	4.77532	3.77783	55.98475	46.48538	107-48-4560	5.49573	0.00000	5.11695	5.95070	2.24611	3.67339	Gregory Savage
280	divoced	Y	66.48002	-23.29427	6.31109	6.28164	5.13665	60.33475	55.84149	507-64-9559	7.40441	1.00000	7.81431	4.64007	10.97140	5.97695	Pamela Caldwell
281	married	yes	70.92787	47.97400	6.77236	4.21703	7.14685	56.82813	43.23951	120-39-1407	8.21507	0.00000	6.12432	5.65305	13.86529	6.85512	Sherry Moore
282	nop	no	29.07120	89.34434	7.46480	8.07307	4.09938	34.99150	52.84561	696-83-0241	7.53599	1.00000	6.73652	5.91370	11.60893	5.57280	Kevin Odonnell
283	married	Y	84.38916	102.73185	7.35720	5.56293	7.14370	34.66216	37.37257	158-91-6865	4.77445	1.00000	6.45950	6.70657	3.19156	5.68166	Mr. Nicholas Patterson Jr.
284	single	Y	13.38633	75.94069	6.75140	8.28619	2.45104	69.50504	49.69542	410-41-3645	8.37529	0.00000	6.34725	9.23855	17.13029	5.19820	Joshua Humphrey
285	nop	no	64.91804	65.11424	4.62006	5.99093	5.21912	56.53074	70.98389	475-99-1561	4.34846	1.00000	5.21923	4.64984	3.89312	6.57088	Kimberly Jones
286	married	yes	70.97737	46.19496	8.02688	7.40966	5.13212	34.85556	55.14569	186-39-3473	6.98179	1.00000	5.49940	7.49884	8.94284	8.02162	Lynn Wilson
287	divoced	yes	56.13056	19.64030	7.82298	3.77728	7.56222	51.56959	39.29220	595-48-5190	4.74218	1.00000	4.89660	6.05528	3.90379	4.91573	Seth Johnson
288	divoced	yes	35.69384	90.82270	8.45090	4.00487	8.18209	54.48830	65.37417	605-97-7936	7.60092	0.00000	7.87136	6.51515	10.72987	7.80258	Katherine Terrell
289	single	N	41.05844	139.43730	8.40104	4.50703	7.90289	63.33719	68.72609	701-74-5826	4.83195	1.00000	5.43453	7.30610	7.24820	5.67312	Sandra Guerra
290	married	no	83.90745	75.43377	8.19013	5.31200	5.82598	42.36905	39.57963	859-10-5292	3.33916	0.00000	8.36905	5.30975	5.81025	6.61399	Laura Hanna
291	nop	yes	84.69993	97.03472	6.51146	4.37089	6.77127	42.83284	46.00890	793-17-1190	8.06336	0.00000	6.25899	6.48037	14.80956	7.52866	Adam Shannon
292	nop	no	27.16601	54.12405	8.69589	3.12867	8.63915	55.83010	40.72458	395-63-4671	7.91143	0.00000	4.93090	7.41756	11.09862	7.20013	Cynthia Webb
293	nop	yes	44.36119	19.24031	8.51446	4.20406	4.62659	53.24966	66.26532	168-14-0590	5.53412	0.00000	5.72976	6.08676	4.16365	6.83901	Jessica Bender
294	married	Y	75.98811	84.38883	8.41092	4.39657	5.49008	58.79853	37.06673	187-53-3693	4.75705	0.00000	5.99150	7.93530	2.55875	6.14949	Jason Anthony
295	single	yes	84.77026	100.97102	6.35761	4.02296	6.52382	67.06000	40.42093	562-32-3829	4.59547	1.00000	6.48638	4.70591	5.89915	3.21035	Karina Williams
296	separated	no	53.19310	40.61539	7.56444	6.11864	4.95618	56.05695	54.77523	200-15-8293	3.56783	0.00000	7.00545	4.71706	8.26286	7.79333	Melissa Thomas
297	married	no	82.41336	58.48850	7.56903	3.72445	5.96671	62.79209	34.63499	448-39-5370	5.53334	0.00000	5.14656	4.28167	7.29838	6.91123	Lisa Sanchez
298	divoced	no	84.30591	61.10760	7.08269	3.31806	5.80599	75.09106	61.33960	273-89-3229	3.38077	1.00000	7.86785	4.48312	6.06042	6.81694	Andrew Williams
299	widowed	no	23.76560	85.70547	7.65998	8.30032	4.21060	43.06582	67.42759	846-33-6652	7.51741	1.00000	5.40511	8.57451	10.69166	6.19138	Julie Ramirez
300	single	no	36.60634	70.07512	8.23172	5.51792	8.07175	60.00157	65.69286	234-53-6633	6.86491	1.00000	6.46847	7.33318	9.47820	4.99743	Nathaniel Cantu
