,relationship,smoker,alp,weight,trombocyty,hematokrit,hemoglobin,er-cv,ast,ssn,erytrocyty,indicator,hbver,leukocyty,alt,etytr,name,residence,blood_group,birthdate,address,race,job,sex
84,married,yes,31.54123,37.89955,7.55379,3.64913,8.60385,33.46527,63.64967,221-25-9334,6.35421,1.0,5.20095,5.10962,8.09915,5.56232,Adriana Walker,"54386 Lauren Green Apt. 378
Mcleanmouth, SD 33724",A-,1953-03-04,"1849 Natalie Plains Suite 591
South Michael, WY 20208",Black,Firefighter,F
85,widowed,yes,86.39308,17.85805,6.56649,2.5383,5.96796,34.23836,29.88796,186-62-1818,7.28187,0.0,7.73858,7.1671,7.19381,6.80572,Richard Dennis,"736 Dalton Village
Heidichester, OR 29436",B+,2003-09-15,"385 Parks Stream
New Donald, AK 77784",Black,"Engineer, production",M
86,single,yes,53.9109,133.21955,6.61306,7.73934,4.69068,44.87401,38.9782,186-62-1818,7.71492,1.0,6.08944,5.32887,13.85762,5.28118,Richard Dennis,"736 Dalton Village
Heidichester, OR 29436",B+,2003-09-15,"385 Parks Stream
New Donald, AK 77784",Black,"Engineer, production",M
87,divorced,yes,78.70283,86.39299,5.63484,5.08874,6.79752,44.47854,50.20461,186-62-1818,5.34067,1.0,5.06103,3.96607,7.02799,6.33355,Richard Dennis,"736 Dalton Village
Heidichester, OR 29436",B+,2003-09-15,"385 Parks Stream
New Donald, AK 77784",Black,"Engineer, production",M
88,divorced,yes,68.32706,73.96473,8.19764,5.08615,7.22419,43.0834,33.00411,247-37-3927,4.1226,1.0,6.48199,6.55473,2.11355,8.049,Frances Hudson,"1689 Lori Camp
North Josephstad, NE 74812",B-,1989-03-06,"4439 Michael Points Suite 202
Beanberg, NE 12574",Asian,"Scientist, audiological",F
89,divorced,yes,56.70605,68.21979,6.18994,7.82257,5.05627,65.08843,64.38001,247-37-3927,7.7418,1.0,6.94698,5.86901,11.84715,4.25391,Frances Hudson,"1689 Lori Camp
North Josephstad, NE 74812",B-,1989-03-06,"4439 Michael Points Suite 202
Beanberg, NE 12574",Asian,"Scientist, audiological",F
90,married,yes,69.52155,19.04294,9.71751,3.56574,11.44672,44.97251,43.27531,247-37-3927,8.26263,1.0,4.46935,5.14096,15.28662,6.00216,Frances Hudson,"1689 Lori Camp
North Josephstad, NE 74812",B-,1989-03-06,"4439 Michael Points Suite 202
Beanberg, NE 12574",Asian,"Scientist, audiological",F
91,separated,no,45.50478,12.18196,7.48902,6.20854,7.75891,52.94363,38.1419,247-37-3927,5.5499,1.0,5.98965,5.62339,6.58117,5.03122,Frances Hudson,"1689 Lori Camp
North Josephstad, NE 74812",B-,1989-03-06,"4439 Michael Points Suite 202
Beanberg, NE 12574",Asian,"Scientist, audiological",F
92,single,no,90.59529,51.15608,7.02355,4.33972,6.18455,46.71357,48.33033,809-34-9854,4.89813,1.0,7.30426,6.05604,5.98069,6.71753,Dennis Henderson,"05227 Morales Fields
Woodmouth, NM 08936",B+,1940-03-11,"438 Kerr Orchard
South Tonychester, WY 62599",White,Engineering geologist,M
93,nop,no,65.83263,98.24068,7.44507,7.21509,5.26328,50.98345,79.96894,809-34-9854,6.89377,1.0,6.76232,6.0603,5.92661,5.62203,Dennis Henderson,"05227 Morales Fields
Woodmouth, NM 08936",B+,1940-03-11,"438 Kerr Orchard
South Tonychester, WY 62599",White,Engineering geologist,M
94,married,yes,88.26542,18.29786,6.71962,3.06575,6.07326,59.29429,34.73503,809-34-9854,3.64859,1.0,6.99814,6.50749,4.05363,6.9095,Dennis Henderson,"05227 Morales Fields
Woodmouth, NM 08936",B+,1940-03-11,"438 Kerr Orchard
South Tonychester, WY 62599",White,Engineering geologist,M
95,divorced,no,74.1537,54.22093,6.57907,6.7172,5.19207,69.59624,64.5225,173-37-9107,7.35236,1.0,6.7275,6.49868,11.08982,4.83518,John Johnson,"USNV Gates
FPO AP 69287",AB+,1944-11-11,"818 Tran Lake Suite 870
Stewartmouth, SD 27782",Indian,Health and safety adviser,M
96,married,yes,41.21097,73.88483,9.40775,6.43627,10.73307,41.63506,45.94082,173-37-9107,7.88078,1.0,4.73096,5.60208,13.84352,8.06412,John Johnson,"USNV Gates
FPO AP 69287",AB+,1944-11-11,"818 Tran Lake Suite 870
Stewartmouth, SD 27782",Indian,Health and safety adviser,M
97,single,no,64.47023,85.36318,6.7225,7.32998,5.22837,57.16727,41.81984,173-37-9107,7.29694,1.0,6.85245,5.31505,7.08117,4.29093,John Johnson,"USNV Gates
FPO AP 69287",AB+,1944-11-11,"818 Tran Lake Suite 870
Stewartmouth, SD 27782",Indian,Health and safety adviser,M
98,nop,no,24.04778,28.78136,6.714,4.90312,4.17784,34.35961,49.99742,864-98-2810,5.92211,0.0,6.82127,7.89782,4.35683,5.24212,Brittney Miranda,"8161 Johnson Wall Apt. 485
West Danielmouth, WI 96969",A+,1930-09-05,"3752 Meghan Route Apt. 284
East Heather, WA 70544",White,Occupational hygienist,F
99,married,no,83.29105,14.17048,6.6016,4.75159,6.84076,71.43253,59.97357,864-98-2810,4.0953,0.0,6.46891,4.98057,5.42995,6.76629,Brittney Miranda,"8161 Johnson Wall Apt. 485
West Danielmouth, WI 96969",A+,1930-09-05,"3752 Meghan Route Apt. 284
East Heather, WA 70544",White,Occupational hygienist,F
100,nop,yes,46.50182,79.8975,7.09005,6.45814,4.66654,56.25061,38.33301,864-98-2810,7.20684,1.0,3.63342,4.66254,9.70175,5.75621,Brittney Miranda,"8161 Johnson Wall Apt. 485
West Danielmouth, WI 96969",A+,1930-09-05,"3752 Meghan Route Apt. 284
East Heather, WA 70544",White,Occupational hygienist,F
101,divorced,no,59.91226,31.6686,6.13383,4.039,5.09573,53.9511,63.25872,083-45-5787,3.08426,0.0,5.01592,6.50593,6.59049,5.17163,Ronald Jones,"673 James Locks
Toddchester, MO 43706",O-,1925-11-21,"4045 Aaron Skyway Apt. 240
East Joe, WY 32930",White,"Engineer, agricultural",M
102,married,no,35.24982,105.11401,7.62035,3.97573,8.11586,57.58534,35.63481,083-45-5787,5.69084,1.0,5.52071,4.89023,7.11338,5.31686,Ronald Jones,"673 James Locks
Toddchester, MO 43706",O-,1925-11-21,"4045 Aaron Skyway Apt. 240
East Joe, WY 32930",White,"Engineer, agricultural",M
103,married,no,83.58495,71.00337,6.86873,4.72336,6.19462,53.39209,36.03873,083-45-5787,4.44882,0.0,5.98541,6.78541,7.50643,6.09137,Ronald Jones,"673 James Locks
Toddchester, MO 43706",O-,1925-11-21,"4045 Aaron Skyway Apt. 240
East Joe, WY 32930",White,"Engineer, agricultural",M
104,married,yes,47.82341,15.1806,6.44262,7.51431,4.69039,32.6858,43.28741,083-45-5787,7.66704,1.0,8.01976,5.01113,9.49655,6.60409,Ronald Jones,"673 James Locks
Toddchester, MO 43706",O-,1925-11-21,"4045 Aaron Skyway Apt. 240
East Joe, WY 32930",White,"Engineer, agricultural",M
105,married,no,35.76418,80.09,8.60087,4.67406,8.28246,53.44852,64.14789,856-39-5865,7.24805,0.0,4.39736,6.49867,8.43722,5.14195,Rachel Foster,"Unit 0057 Box 5802
DPO AA 29516",O-,1926-04-30,"45620 Williams Streets
Michelleport, NE 48091",Indian,Photographer,F
106,separated,no,59.32213,15.0809,7.48833,4.80303,5.0099,59.64993,55.55979,856-39-5865,4.95442,0.0,5.26795,6.5967,4.77987,6.37813,Rachel Foster,"Unit 0057 Box 5802
DPO AA 29516",O-,1926-04-30,"45620 Williams Streets
Michelleport, NE 48091",Indian,Photographer,F
107,divorced,yes,68.44859,85.42566,6.92848,4.15292,7.18523,51.96753,58.58223,856-39-5865,8.40219,0.0,5.31515,6.05846,17.47381,5.48244,Rachel Foster,"Unit 0057 Box 5802
DPO AA 29516",O-,1926-04-30,"45620 Williams Streets
Michelleport, NE 48091",Indian,Photographer,F
108,single,no,12.22685,22.07463,8.1185,3.76716,8.93515,47.74252,38.36335,117-15-3654,6.35195,1.0,4.48796,5.48968,3.91579,5.86605,Katie Hall,"2864 Lindsey Grove Suite 724
New Dianefort, MO 24261",O+,2000-08-23,"22689 Thomas Squares
New Stephanieside, NV 71654",White,"Administrator, arts",F
109,separated,yes,78.51706,85.9986,7.82241,4.11372,6.76537,58.88968,50.49394,117-15-3654,3.68068,1.0,7.78202,7.25588,3.12978,4.63985,Katie Hall,"2864 Lindsey Grove Suite 724
New Dianefort, MO 24261",O+,2000-08-23,"22689 Thomas Squares
New Stephanieside, NV 71654",White,"Administrator, arts",F
110,single,no,19.61866,21.75512,8.39632,4.50747,8.73022,68.87601,64.95293,117-15-3654,8.47235,0.0,5.50779,4.94827,17.99846,5.99438,Katie Hall,"2864 Lindsey Grove Suite 724
New Dianefort, MO 24261",O+,2000-08-23,"22689 Thomas Squares
New Stephanieside, NV 71654",White,"Administrator, arts",F
111,divorced,yes,87.37493,7.02956,7.50617,4.65965,5.98724,52.61801,42.08889,117-15-3654,4.51184,1.0,5.90269,5.14792,6.71138,5.98803,Katie Hall,"2864 Lindsey Grove Suite 724
New Dianefort, MO 24261",O+,2000-08-23,"22689 Thomas Squares
New Stephanieside, NV 71654",White,"Administrator, arts",F
112,separated,no,20.19379,94.84295,8.90705,3.98468,8.72482,51.07854,45.83709,399-16-8867,8.90754,0.0,4.8572,5.0304,26.60954,5.90446,Robin Schaefer,"Unit 1691 Box 7281
DPO AE 25885",A+,1941-09-08,"0881 Bowen Loop
North Nicoleton, CA 16837",White,"Engineer, structural",F
113,married,yes,87.1827,32.63979,7.99755,3.5,6.71848,34.18847,40.77934,399-16-8867,3.57113,1.0,7.1149,6.30998,4.76084,6.64151,Robin Schaefer,"Unit 1691 Box 7281
DPO AE 25885",A+,1941-09-08,"0881 Bowen Loop
North Nicoleton, CA 16837",White,"Engineer, structural",F
114,divorced,yes,77.91797,50.40798,5.56779,6.22756,5.63432,57.07548,57.10087,395-27-1265,4.01678,0.0,5.09855,6.75112,5.88022,5.48872,Richard Thomas,"8890 Rogers Trail
New April, VT 56293",A+,1908-05-11,"USNV Olsen
FPO AE 06714",Black,Primary school teacher,M
115,married,yes,77.78963,76.99595,6.54256,3.36037,5.98764,47.44504,44.75425,395-27-1265,6.05127,0.0,6.85257,5.37132,5.22583,6.3352,Richard Thomas,"8890 Rogers Trail
New April, VT 56293",A+,1908-05-11,"USNV Olsen
FPO AE 06714",Black,Primary school teacher,M
116,single,no,72.76397,91.84913,6.49355,6.59857,5.4654,41.03817,46.57389,395-27-1265,3.25905,0.0,6.28956,5.86659,6.17967,6.17878,Richard Thomas,"8890 Rogers Trail
New April, VT 56293",A+,1908-05-11,"USNV Olsen
FPO AE 06714",Black,Primary school teacher,M
117,separated,no,16.48373,32.21115,6.51962,7.16522,3.86475,50.55723,46.61404,395-27-1265,7.86825,1.0,5.04544,5.56122,9.81317,4.97128,Richard Thomas,"8890 Rogers Trail
New April, VT 56293",A+,1908-05-11,"USNV Olsen
FPO AE 06714",Black,Primary school teacher,M
118,single,no,90.25424,94.36676,8.6381,3.46203,5.79524,39.55561,48.96325,185-62-9872,5.57626,0.0,5.17123,6.11121,7.06039,4.63641,Krista Davidson,"Unit 9565 Box 6338
DPO AP 89023",B-,1911-11-10,"PSC 6435, Box 2633
APO AE 29861",White,Barista,F
119,widowed,no,14.82351,36.60066,7.66748,7.61593,3.75781,67.2698,63.96237,185-62-9872,7.60523,1.0,6.35817,8.12369,11.44201,4.68201,Krista Davidson,"Unit 9565 Box 6338
DPO AP 89023",B-,1911-11-10,"PSC 6435, Box 2633
APO AE 29861",White,Barista,F
120,separated,no,9.49886,96.06845,8.80556,5.8512,9.39215,42.55034,38.83555,185-62-9872,6.72559,1.0,5.98558,6.90455,7.09768,6.42117,Krista Davidson,"Unit 9565 Box 6338
DPO AP 89023",B-,1911-11-10,"PSC 6435, Box 2633
APO AE 29861",White,Barista,F
121,single,no,39.38923,106.12315,8.28866,4.96557,7.93137,30.60527,68.07052,277-85-4234,6.80731,0.0,7.67377,7.21696,8.97074,5.78556,Joseph Fuller,"180 Mann Way Suite 181
West Kevinside, SD 72682",A+,1938-09-16,"13620 Jeffrey Trail
East Seanstad, NC 76382",Hawaiian,Aeronautical engineer,M
122,widowed,no,7.76485,85.9956,9.07905,4.23816,9.28463,63.32563,57.2904,277-85-4234,6.41624,1.0,6.58082,7.62246,5.1787,4.75054,Joseph Fuller,"180 Mann Way Suite 181
West Kevinside, SD 72682",A+,1938-09-16,"13620 Jeffrey Trail
East Seanstad, NC 76382",Hawaiian,Aeronautical engineer,M
123,divorced,no,49.78773,30.30773,7.11478,3.83891,4.87017,61.33702,53.88355,277-85-4234,6.31616,0.0,6.06343,5.50701,5.33931,6.57611,Joseph Fuller,"180 Mann Way Suite 181
West Kevinside, SD 72682",A+,1938-09-16,"13620 Jeffrey Trail
East Seanstad, NC 76382",Hawaiian,Aeronautical engineer,M
124,married,no,21.37824,40.37454,7.3762,2.70383,8.4923,53.04353,37.45254,372-55-7313,6.51203,1.0,7.66162,5.88368,8.08983,6.93189,Jeffrey Thomas,"0927 Chapman Hills
South Markchester, NJ 54119",AB-,2017-07-22,"97544 Hart Junctions Apt. 365
East Craigshire, WY 08243",Black,Operations geologist,M
125,single,no,80.91064,41.61476,7.57442,5.09107,6.61516,55.55676,52.74213,372-55-7313,3.90317,1.0,6.28284,7.39034,3.77441,6.41972,Jeffrey Thomas,"0927 Chapman Hills
South Markchester, NJ 54119",AB-,2017-07-22,"97544 Hart Junctions Apt. 365
East Craigshire, WY 08243",Black,Operations geologist,M
126,widowed,no,48.06141,51.07672,6.36714,7.61975,4.73789,54.40083,63.75316,372-55-7313,7.70205,1.0,6.31297,5.47126,12.56202,7.39949,Jeffrey Thomas,"0927 Chapman Hills
South Markchester, NJ 54119",AB-,2017-07-22,"97544 Hart Junctions Apt. 365
East Craigshire, WY 08243",Black,Operations geologist,M
127,married,no,60.71311,101.99493,7.33396,3.80124,5.00438,57.69892,63.79025,372-55-7313,1.81522,1.0,7.39211,5.58236,3.41969,6.27122,Jeffrey Thomas,"0927 Chapman Hills
South Markchester, NJ 54119",AB-,2017-07-22,"97544 Hart Junctions Apt. 365
East Craigshire, WY 08243",Black,Operations geologist,M
128,nop,yes,48.50885,95.83523,7.19197,6.53476,7.63665,61.52108,53.28378,405-05-7324,5.20263,1.0,6.23899,7.58418,5.73082,5.56902,Derrick Wyatt,"5857 Alison Lights Apt. 800
East Joelfort, MS 27906",A+,1920-01-10,"0353 Brady Trail
New Raymond, NJ 31253",White,Customer service manager,M
129,single,no,77.19277,113.35514,7.92227,6.17541,5.57613,44.59869,60.84693,405-05-7324,2.81831,0.0,7.19946,5.90518,6.87111,8.05383,Derrick Wyatt,"5857 Alison Lights Apt. 800
East Joelfort, MS 27906",A+,1920-01-10,"0353 Brady Trail
New Raymond, NJ 31253",White,Customer service manager,M
130,divorced,no,38.18553,60.89786,6.46456,5.7105,7.98804,66.28233,35.52078,405-05-7324,6.29332,1.0,5.27136,7.49939,7.74953,7.41953,Derrick Wyatt,"5857 Alison Lights Apt. 800
East Joelfort, MS 27906",A+,1920-01-10,"0353 Brady Trail
New Raymond, NJ 31253",White,Customer service manager,M
131,single,yes,69.48123,73.7136,6.8426,7.35851,7.22458,55.31319,52.85165,898-21-2478,5.06803,1.0,4.15858,4.77289,7.70144,8.93952,James Palmer,"2686 Brown Club
New Carolynmouth, CO 55905",O-,1997-03-18,"652 Rosales Dale
Lake Colleentown, MN 17385",White,Museum/gallery exhibitions officer,M
132,married,yes,52.88955,63.84073,6.59509,4.96854,7.72935,70.13377,27.79538,898-21-2478,6.10339,1.0,4.59166,6.71015,4.55892,6.20767,James Palmer,"2686 Brown Club
New Carolynmouth, CO 55905",O-,1997-03-18,"652 Rosales Dale
Lake Colleentown, MN 17385",White,Museum/gallery exhibitions officer,M
133,single,yes,64.88918,102.74324,6.30053,7.55346,5.21842,71.88424,48.56776,898-21-2478,7.55785,1.0,6.27885,7.19581,10.81786,4.10401,James Palmer,"2686 Brown Club
New Carolynmouth, CO 55905",O-,1997-03-18,"652 Rosales Dale
Lake Colleentown, MN 17385",White,Museum/gallery exhibitions officer,M
134,married,yes,20.66496,128.83571,7.24049,5.83343,8.60645,44.40775,62.9469,898-21-2478,6.52174,1.0,6.1068,5.72072,6.58175,6.37489,James Palmer,"2686 Brown Club
New Carolynmouth, CO 55905",O-,1997-03-18,"652 Rosales Dale
Lake Colleentown, MN 17385",White,Museum/gallery exhibitions officer,M
135,married,yes,82.6873,90.45924,5.43643,2.2111,5.72191,37.96139,48.02037,161-03-4106,4.27699,1.0,5.26878,6.45359,5.45921,5.41772,Christopher Martinez,"494 Laura Ramp
Williamsview, DC 61794",O+,1938-06-19,"8234 Madden Pine Apt. 057
Port Kaylaport, ND 32657",White,Corporate investment banker,M
136,divorced,no,61.65178,120.74011,7.43073,7.02397,5.11138,47.8907,36.78426,161-03-4106,7.28162,1.0,5.29672,4.64066,9.95495,5.59645,Christopher Martinez,"494 Laura Ramp
Williamsview, DC 61794",O+,1938-06-19,"8234 Madden Pine Apt. 057
Port Kaylaport, ND 32657",White,Corporate investment banker,M
137,married,yes,36.7296,81.40776,6.45387,7.79289,4.29566,44.95305,64.78019,161-03-4106,7.97641,1.0,6.73235,5.21203,13.29038,5.82912,Christopher Martinez,"494 Laura Ramp
Williamsview, DC 61794",O+,1938-06-19,"8234 Madden Pine Apt. 057
Port Kaylaport, ND 32657",White,Corporate investment banker,M
138,married,yes,72.21877,96.78079,7.78071,2.60644,5.46615,55.786,65.60871,068-11-7288,1.89722,1.0,5.0067,4.99994,4.40872,6.76922,Amy Pham,"546 Joseph Drive Suite 668
Diamondshire, OK 20056",O+,1931-02-10,"4847 Angela Ridges Apt. 262
Sharonberg, MA 71406",White,Newspaper journalist,F
139,married,no,17.8173,75.87556,8.4969,6.79565,8.70549,49.1684,54.92329,068-11-7288,5.78929,1.0,8.63174,4.12094,7.27339,6.17506,Amy Pham,"546 Joseph Drive Suite 668
Diamondshire, OK 20056",O+,1931-02-10,"4847 Angela Ridges Apt. 262
Sharonberg, MA 71406",White,Newspaper journalist,F
140,nop,yes,80.64631,94.05651,7.12002,6.1917,6.88586,46.3643,53.2347,068-11-7288,6.6079,1.0,6.48269,6.96083,6.50499,6.0024,Amy Pham,"546 Joseph Drive Suite 668
Diamondshire, OK 20056",O+,1931-02-10,"4847 Angela Ridges Apt. 262
Sharonberg, MA 71406",White,Newspaper journalist,F
141,married,yes,10.80104,67.78256,6.96171,8.61045,3.26297,35.59362,48.24579,167-15-3962,8.19348,1.0,5.47625,6.75856,15.75044,5.01513,Alicia Rose,"17242 Jarvis Flat
Lake Jennifer, NY 16028",B+,1956-01-10,"5525 Amanda Point
Burnstown, SD 36315",Black,Medical laboratory scientific officer,F
142,divorced,yes,86.87331,83.15708,5.95843,3.81238,5.84145,53.53725,62.86319,167-15-3962,5.92967,0.0,6.37771,6.91711,7.06243,7.48835,Alicia Rose,"17242 Jarvis Flat
Lake Jennifer, NY 16028",B+,1956-01-10,"5525 Amanda Point
Burnstown, SD 36315",Black,Medical laboratory scientific officer,F
143,married,no,65.05139,75.80447,8.29693,3.81414,7.51499,71.92639,41.12709,167-15-3962,4.44624,1.0,5.35362,7.36753,8.47477,5.51583,Alicia Rose,"17242 Jarvis Flat
Lake Jennifer, NY 16028",B+,1956-01-10,"5525 Amanda Point
Burnstown, SD 36315",Black,Medical laboratory scientific officer,F
144,married,yes,52.09294,128.41805,7.26584,3.23073,7.70366,46.69878,22.57454,496-90-8851,5.69168,1.0,4.18079,5.49191,6.50717,6.88802,John Wood,"PSC 1772, Box 5560
APO AE 85600",A-,2020-07-02,"USS Higgins
FPO AP 49134",White,Chartered public finance accountant,M
145,divorced,yes,47.11101,9.34473,9.53391,3.93527,4.82455,61.17914,52.49551,496-90-8851,5.35412,0.0,4.42742,7.71282,4.89737,5.84474,John Wood,"PSC 1772, Box 5560
APO AE 85600",A-,2020-07-02,"USS Higgins
FPO AP 49134",White,Chartered public finance accountant,M
146,married,no,80.36202,118.17135,7.3554,7.0567,5.89757,35.27666,37.74238,496-90-8851,6.99417,1.0,5.63077,6.87732,7.22884,5.3803,John Wood,"PSC 1772, Box 5560
APO AE 85600",A-,2020-07-02,"USS Higgins
FPO AP 49134",White,Chartered public finance accountant,M
147,single,yes,18.72162,91.0973,8.38927,6.26992,3.68463,56.83371,62.45846,541-45-8313,3.84905,0.0,5.59034,8.65553,3.26336,5.04386,Adam Moreno,"3170 Jerry Islands Apt. 631
Natalieview, CO 22882",O+,1971-07-25,"41498 Becky Grove
South Joshuachester, DC 02175",Asian,Financial trader,M
148,widowed,no,65.97134,46.86186,7.30634,4.1203,7.36467,56.27847,28.54024,541-45-8313,7.85493,0.0,6.36116,7.47724,11.53314,6.53832,Adam Moreno,"3170 Jerry Islands Apt. 631
Natalieview, CO 22882",O+,1971-07-25,"41498 Becky Grove
South Joshuachester, DC 02175",Asian,Financial trader,M
149,married,no,91.1371,64.13752,8.81798,8.2056,6.55849,25.03428,44.78423,541-45-8313,6.20382,1.0,6.14664,5.29451,6.84354,7.01777,Adam Moreno,"3170 Jerry Islands Apt. 631
Natalieview, CO 22882",O+,1971-07-25,"41498 Becky Grove
South Joshuachester, DC 02175",Asian,Financial trader,M
150,divorced,no,86.51329,73.08848,8.88826,7.18633,6.05303,49.83279,44.70879,541-45-8313,6.35018,1.0,6.28905,6.68061,7.19916,5.34013,Adam Moreno,"3170 Jerry Islands Apt. 631
Natalieview, CO 22882",O+,1971-07-25,"41498 Becky Grove
South Joshuachester, DC 02175",Asian,Financial trader,M
151,divorced,no,85.04248,144.75049,4.8612,4.47895,6.52891,77.6117,37.03485,428-75-1848,5.93123,0.0,5.35619,7.06663,7.995,5.63896,Brandon Garcia,"55775 Beth Orchard
Amberbury, MS 86588",B+,1965-12-15,"828 Preston Circle
Richardsonfurt, AK 10458",White,"Surveyor, minerals",M
152,married,yes,43.80925,34.87928,7.99584,8.40348,4.62447,32.00276,65.4697,428-75-1848,7.38488,1.0,7.6974,6.86929,12.16937,6.37313,Brandon Garcia,"55775 Beth Orchard
Amberbury, MS 86588",B+,1965-12-15,"828 Preston Circle
Richardsonfurt, AK 10458",White,"Surveyor, minerals",M
153,separated,yes,28.59785,141.63923,7.25601,6.24513,8.31247,44.32336,68.26646,428-75-1848,6.40135,1.0,7.8957,4.21782,9.65875,5.18862,Brandon Garcia,"55775 Beth Orchard
Amberbury, MS 86588",B+,1965-12-15,"828 Preston Circle
Richardsonfurt, AK 10458",White,"Surveyor, minerals",M
154,married,no,16.34586,117.61378,6.26887,4.64842,3.8376,69.72309,43.3471,428-75-1848,1.0465,1.0,4.53436,5.6719,4.39947,5.19293,Brandon Garcia,"55775 Beth Orchard
Amberbury, MS 86588",B+,1965-12-15,"828 Preston Circle
Richardsonfurt, AK 10458",White,"Surveyor, minerals",M
155,divorced,yes,54.67883,103.3637,7.86199,2.8371,7.63897,42.12363,61.69494,369-88-7337,4.72516,1.0,6.56311,5.23031,4.70895,6.57332,Anna Smith,"012 Tate Throughway Suite 705
West Christopherstad, KS 14124",B-,1957-09-14,"5292 Joyce Street Suite 875
South Amandaside, SC 65261",Black,Sales promotion account executive,F
156,divorced,yes,75.36007,92.68009,7.16,5.15134,5.3094,70.214,61.99409,369-88-7337,4.25107,0.0,5.95915,4.06129,4.35759,6.49866,Anna Smith,"012 Tate Throughway Suite 705
West Christopherstad, KS 14124",B-,1957-09-14,"5292 Joyce Street Suite 875
South Amandaside, SC 65261",Black,Sales promotion account executive,F
157,single,no,20.28363,39.73434,9.52418,4.55355,8.90921,57.31401,50.68157,369-88-7337,6.24964,0.0,7.52184,5.60925,6.39242,6.37293,Anna Smith,"012 Tate Throughway Suite 705
West Christopherstad, KS 14124",B-,1957-09-14,"5292 Joyce Street Suite 875
South Amandaside, SC 65261",Black,Sales promotion account executive,F
158,married,yes,73.18677,179.20423,5.22124,5.52757,5.69775,57.14713,36.19489,581-05-7702,4.68409,0.0,4.42025,7.00679,3.51444,5.65561,David Collier,"184 Murphy Crossing Apt. 339
Juanfort, OR 60652",B+,1992-06-10,"699 Walter Heights Suite 641
Johnsonstad, AL 94416",White,Child psychotherapist,M
159,single,no,88.29785,83.21682,7.39306,5.71106,6.29646,64.76368,40.62124,581-05-7702,2.78996,0.0,5.61933,6.97836,5.6534,5.63367,David Collier,"184 Murphy Crossing Apt. 339
Juanfort, OR 60652",B+,1992-06-10,"699 Walter Heights Suite 641
Johnsonstad, AL 94416",White,Child psychotherapist,M
